clients,duration,failed_transactions,initial_connection_time,jobs,latency_avg,num_clients,num_threads,run_number,scaling_factor,test_type,threshold,tps,transaction_type,transactions_processed,version
1000,3,0,474.324,2,9329.629,1000,2,3,1,listen_notify_common,16,107.1854,listen_notify_common.sql,1781,optimize_listen_notify_v4
1000,3,0,873.995,1,8614.524,1000,1,3,1,listen_notify_common,1,116.083028,listen_notify_common.sql,2022,optimize_listen_notify_v4
1000,3,0,882.394,1,7.532,1000,1,6,1,listen_unlisten_unique,,132767.187082,listen_unlisten_unique.sql,300486,master
1000,3,0,460.33,2,2.599,1000,2,0,1,listen_unique,,384707.686898,listen_unique.sql,999978,master
8,3,0,2.679,8,0.085,8,8,5,1,listen_notify_unique,1,93757.906219,listen_notify_unique.sql,282016,optimize_listen_notify_v4
8,3,0,2.678,8,0.125,8,8,7,1,listen_notify_unique,,63984.831492,listen_notify_unique.sql,192488,master
8,3,0,2.403,8,0.057,8,8,5,1,listen_unlisten_common,16,140741.455687,listen_unlisten_common.sql,422876,optimize_listen_notify_v4
1000,3,0,852.334,1,7.074,1000,1,3,1,listen_unlisten_unique,16,141363.391163,listen_unlisten_unique.sql,304770,optimize_listen_notify_v4
1000,3,0,456.523,2,14.533,1000,2,3,1,listen_unlisten_unique,1,68807.640092,listen_unlisten_unique.sql,191074,optimize_listen_notify_v4
1,3,0,0.926,1,0.016,1,1,9,1,listen_notify_common,,63350.489414,listen_notify_common.sql,190538,master
16,3,0,4.074,16,0.19,16,16,2,1,listen_notify_unique,16,84348.974152,listen_notify_unique.sql,253697,optimize_listen_notify_v4
1000,3,0,215.535,16,9185.864,1000,16,8,1,listen_notify_common,1,108.862926,listen_notify_common.sql,1856,optimize_listen_notify_v4
1000,3,0,244.213,32,1.943,1000,32,5,1,listen_unique,,514699.830811,listen_unique.sql,1503431,master
32,3,0,8.268,32,0.227,32,32,3,1,listen_unlisten_common,16,141041.677973,listen_unlisten_common.sql,423616,optimize_listen_notify_v4
1000,3,0,841.606,1,3.174,1000,1,8,1,listen_unique,,315032.030254,listen_unique.sql,688580,master
1000,3,0,229.191,16,19.991,1000,16,8,1,listen_unlisten_unique,,50022.196079,listen_unlisten_unique.sql,149417,master
1000,3,0,236.193,16,18.931,1000,16,7,1,listen_unlisten_unique,8,52822.411665,listen_unlisten_unique.sql,157936,optimize_listen_notify_v4
1000,3,0,246.967,32,18.164,1000,32,5,1,listen_unlisten_unique,1,55055.158542,listen_unlisten_unique.sql,163488,optimize_listen_notify_v4
1000,3,0,225.45,32,8645.254,1000,32,5,1,listen_notify_common,16,115.670403,listen_notify_common.sql,1859,optimize_listen_notify_v4
32,3,0,7.162,32,0.386,32,32,3,1,listen_notify_unique,1,82982.371658,listen_notify_unique.sql,249526,optimize_listen_notify_v4
2,3,0,1.21,2,0.011,2,2,2,1,listen_common,16,174038.453205,listen_common.sql,522099,optimize_listen_notify_v4
4,3,0,1.675,4,0.042,4,4,0,1,listen_notify_common,,94936.259165,listen_notify_common.sql,285937,master
1000,3,0,237.179,16,18.707,1000,16,8,1,listen_unlisten_unique,16,53456.702425,listen_unlisten_unique.sql,159613,optimize_listen_notify_v4
1,3,0,0.991,1,0.01,1,1,2,1,listen_unique,16,103312.231212,listen_unique.sql,310542,optimize_listen_notify_v4
16,3,0,4.033,16,0.11,16,16,2,1,listen_unlisten_common,1,145570.465529,listen_unlisten_common.sql,437081,optimize_listen_notify_v4
1000,3,0,237.618,8,18.061,1000,8,9,1,listen_unlisten_common,8,55366.825964,listen_unlisten_common.sql,165165,optimize_listen_notify_v4
1000,3,0,265.151,4,17.099,1000,4,8,1,listen_unlisten_common,,58483.833589,listen_unlisten_common.sql,173016,master
1000,3,0,266.253,8,350.074,1000,8,6,1,listen_notify_unique,1,2856.539613,listen_notify_unique.sql,8510,optimize_listen_notify_v4
1000,3,0,232.749,8,17.919,1000,8,6,1,listen_unlisten_common,16,55805.530892,listen_unlisten_common.sql,166875,optimize_listen_notify_v4
1000,3,0,463.955,2,2.526,1000,2,4,1,listen_common,8,395915.548954,listen_common.sql,1036653,optimize_listen_notify_v4
1000,3,0,220.581,8,18.707,1000,8,7,1,listen_unlisten_common,16,53455.455889,listen_unlisten_common.sql,161005,optimize_listen_notify_v4
1000,3,0,480.082,2,2.55,1000,2,5,1,listen_common,8,392199.356346,listen_common.sql,995893,optimize_listen_notify_v4
1000,3,0,244.188,8,357.85,1000,8,7,1,listen_notify_unique,1,2794.464468,listen_notify_unique.sql,8478,optimize_listen_notify_v4
1000,3,0,256.166,4,16.777,1000,4,9,1,listen_unlisten_common,,59605.961169,listen_unlisten_common.sql,176743,master
1000,3,0,241.708,8,19.165,1000,8,8,1,listen_unlisten_common,8,52177.782909,listen_unlisten_common.sql,155466,optimize_listen_notify_v4
4,3,0,1.641,4,0.042,4,4,1,1,listen_notify_common,,95916.954374,listen_notify_common.sql,288988,master
16,3,0,4.255,16,0.111,16,16,3,1,listen_unlisten_common,1,144779.502004,listen_unlisten_common.sql,434720,optimize_listen_notify_v4
1,3,0,1.277,1,0.01,1,1,3,1,listen_unique,16,104432.857408,listen_unique.sql,313589,optimize_listen_notify_v4
1000,3,0,225.01,16,19.211,1000,16,9,1,listen_unlisten_unique,16,52054.55002,listen_unlisten_unique.sql,156322,optimize_listen_notify_v4
1000,3,0,244.66,32,8803.72,1000,32,4,1,listen_notify_common,16,113.588348,listen_notify_common.sql,1917,optimize_listen_notify_v4
2,3,0,1.202,2,0.012,2,2,3,1,listen_common,16,170986.913205,listen_common.sql,513413,optimize_listen_notify_v4
32,3,0,7.022,32,0.388,32,32,2,1,listen_notify_unique,1,82577.697907,listen_notify_unique.sql,248226,optimize_listen_notify_v4
1000,3,0,830.396,1,3.167,1000,1,9,1,listen_unique,,315732.483816,listen_unique.sql,694560,master
32,3,0,8.472,32,0.229,32,32,2,1,listen_unlisten_common,16,139875.752734,listen_unlisten_common.sql,420008,optimize_listen_notify_v4
1000,3,0,233.054,32,18.513,1000,32,4,1,listen_unlisten_unique,1,54015.148264,listen_unlisten_unique.sql,161087,optimize_listen_notify_v4
1000,3,0,244.145,16,19.179,1000,16,6,1,listen_unlisten_unique,8,52139.608133,listen_unlisten_unique.sql,155240,optimize_listen_notify_v4
1000,3,0,239.75,16,18.439,1000,16,9,1,listen_unlisten_unique,,54233.4565,listen_unlisten_unique.sql,161453,master
1000,3,0,245.401,16,8956.614,1000,16,9,1,listen_notify_common,1,111.649332,listen_notify_common.sql,1895,optimize_listen_notify_v4
16,3,0,4.024,16,0.19,16,16,3,1,listen_notify_unique,16,84072.545063,listen_notify_unique.sql,252951,optimize_listen_notify_v4
1000,3,0,242.732,32,1.85,1000,32,4,1,listen_unique,,540652.088665,listen_unique.sql,1596564,master
1000,3,0,461.82,2,14.284,1000,2,2,1,listen_unlisten_unique,1,70008.649298,listen_unlisten_unique.sql,193450,optimize_listen_notify_v4
1000,3,0,873.536,1,7.181,1000,1,2,1,listen_unlisten_unique,16,139248.915327,listen_unlisten_unique.sql,303102,optimize_listen_notify_v4
1,3,0,1.041,1,0.015,1,1,8,1,listen_notify_common,,64596.229544,listen_notify_common.sql,194430,master
8,3,0,2.745,8,0.064,8,8,4,1,listen_unlisten_common,16,124783.750005,listen_unlisten_common.sql,374207,optimize_listen_notify_v4
8,3,0,2.606,8,0.125,8,8,6,1,listen_notify_unique,,64239.881376,listen_notify_unique.sql,193222,master
8,3,0,2.618,8,0.086,8,8,4,1,listen_notify_unique,1,93440.056839,listen_notify_unique.sql,280918,optimize_listen_notify_v4
1000,3,0,240.181,16,1.825,1000,16,7,1,listen_unique,,547894.364486,listen_unique.sql,1533381,master
1000,3,0,847.325,1,7.177,1000,1,7,1,listen_unlisten_unique,,139331.822348,listen_unlisten_unique.sql,305531,master
1000,3,0,875.828,1,8561.479,1000,1,2,1,listen_notify_common,1,116.802244,listen_notify_common.sql,1890,optimize_listen_notify_v4
1000,3,0,466.125,2,2.559,1000,2,1,1,listen_unique,,390728.814973,listen_unique.sql,1002439,master
1000,3,0,477.464,2,9807.558,1000,2,2,1,listen_notify_common,16,101.962176,listen_notify_common.sql,1771,optimize_listen_notify_v4
1000,3,0,235.61,8,9179.327,1000,8,1,1,listen_notify_common,,108.940452,listen_notify_common.sql,2023,master
1000,3,0,251.205,4,8666.383,1000,4,5,1,listen_notify_common,1,115.388395,listen_notify_common.sql,1988,optimize_listen_notify_v4
2,3,0,1.275,2,0.022,2,2,2,1,listen_notify_common,,92111.703763,listen_notify_common.sql,277378,master
4,3,0,1.579,4,0.033,4,4,7,1,listen_unlisten_unique,16,119976.424946,listen_unlisten_unique.sql,359903,optimize_listen_notify_v4
16,3,0,4.144,16,0.055,16,16,4,1,listen_unique,8,290157.231334,listen_unique.sql,872199,optimize_listen_notify_v4
1,3,0,1.023,1,0.016,1,1,4,1,listen_notify_unique,8,62702.540005,listen_notify_unique.sql,188322,optimize_listen_notify_v4
1000,3,0,266.657,4,2.155,1000,4,7,1,listen_common,,464091.350214,listen_common.sql,1288784,master
4,3,0,1.845,4,0.043,4,4,7,1,listen_notify_common,1,93805.602585,listen_notify_common.sql,282901,optimize_listen_notify_v4
1000,3,0,252.801,4,17.131,1000,4,5,1,listen_unlisten_unique,16,58372.137079,listen_unlisten_unique.sql,173169,optimize_listen_notify_v4
16,3,0,3.57,16,0.057,16,16,4,1,listen_unique,,283067.483806,listen_unique.sql,851298,master
1000,3,0,225.298,32,1.901,1000,32,3,1,listen_common,8,525907.431819,listen_common.sql,1546313,optimize_listen_notify_v4
4,3,0,1.534,4,0.033,4,4,8,1,listen_unlisten_unique,8,119841.106308,listen_unlisten_unique.sql,359432,optimize_listen_notify_v4
1000,3,0,223.006,16,1.783,1000,16,1,1,listen_common,1,560953.753404,listen_common.sql,1675768,optimize_listen_notify_v4
2,3,0,1.64,2,0.022,2,2,4,1,listen_notify_common,8,90628.248746,listen_notify_common.sql,273123,optimize_listen_notify_v4
1000,3,0,227.232,8,9388.204,1000,8,0,1,listen_notify_unique,,106.516641,listen_notify_unique.sql,1781,master
16,3,0,4.003,16,0.19,16,16,1,1,listen_notify_unique,1,84360.430979,listen_notify_unique.sql,253728,optimize_listen_notify_v4
1000,3,0,279.243,4,2.187,1000,4,0,1,listen_common,8,457172.514158,listen_common.sql,1303696,optimize_listen_notify_v4
2,3,0,1.43,2,0.022,2,2,3,1,listen_notify_unique,,89687.465007,listen_notify_unique.sql,269919,master
1000,3,0,221.863,32,19.507,1000,32,6,1,listen_unlisten_unique,16,51262.746834,listen_unlisten_unique.sql,153746,optimize_listen_notify_v4
32,3,0,7.332,32,0.239,32,32,0,1,listen_unlisten_common,1,133794.707039,listen_unlisten_common.sql,401291,optimize_listen_notify_v4
32,3,0,7.772,32,0.385,32,32,0,1,listen_notify_unique,16,83224.472658,listen_notify_unique.sql,249547,optimize_listen_notify_v4
2,3,0,1.406,2,0.012,2,2,1,1,listen_common,1,171820.557637,listen_common.sql,515317,optimize_listen_notify_v4
1000,3,0,244.249,32,8803.866,1000,32,6,1,listen_notify_common,1,113.586465,listen_notify_common.sql,1864,optimize_listen_notify_v4
1000,3,0,232.844,16,9433.012,1000,16,4,1,listen_notify_common,8,106.010682,listen_notify_common.sql,1795,optimize_listen_notify_v4
1000,3,0,270.933,4,2.321,1000,4,6,1,listen_unique,,430896.493525,listen_unique.sql,1209124,master
16,3,0,4.028,16,0.055,16,16,5,1,listen_common,,289623.25019,listen_common.sql,869047,master
1000,3,0,234.757,32,17.993,1000,32,9,1,listen_unlisten_unique,8,55576.739401,listen_unlisten_unique.sql,166012,optimize_listen_notify_v4
4,3,0,1.574,4,0.016,4,4,2,1,listen_common,8,244876.493089,listen_common.sql,734975,optimize_listen_notify_v4
16,3,0,4.087,16,0.113,16,16,1,1,listen_unlisten_common,16,141051.851951,listen_unlisten_common.sql,422786,optimize_listen_notify_v4
1,3,0,1.135,1,0.009,1,1,1,1,listen_unique,1,106503.293751,listen_unique.sql,319728,optimize_listen_notify_v4
1000,3,0,464.708,2,2.633,1000,2,8,1,listen_common,1,379844.710848,listen_common.sql,987812,optimize_listen_notify_v4
1000,3,0,845.972,1,3.206,1000,1,8,1,listen_common,16,311913.086493,listen_common.sql,686662,optimize_listen_notify_v4
1,3,0,0.956,1,0.016,1,1,9,1,listen_notify_unique,,62205.045535,listen_notify_unique.sql,187303,master
1000,3,0,282.177,8,338.268,1000,8,5,1,listen_notify_unique,16,2956.236466,listen_notify_unique.sql,8894,optimize_listen_notify_v4
1000,3,0,858.6,1,3.119,1000,1,7,1,listen_common,8,320634.218487,listen_common.sql,694394,optimize_listen_notify_v4
8,3,0,2.27,8,0.131,8,8,7,1,listen_notify_common,,61128.365488,listen_notify_common.sql,184303,master
1000,3,0,228.904,8,18.487,1000,8,5,1,listen_unlisten_common,1,54091.34096,listen_unlisten_common.sql,162084,optimize_listen_notify_v4
1000,3,0,230.022,16,1.736,1000,16,6,1,listen_common,,576007.251395,listen_common.sql,1640153,master
1000,3,0,855.023,1,7.297,1000,1,6,1,listen_unlisten_common,,137040.273804,listen_unlisten_common.sql,309072,master
1000,3,0,468.893,2,2.651,1000,2,0,1,listen_common,,377224.760098,listen_common.sql,1012555,master
8,3,0,2.506,8,0.026,8,8,1,1,listen_unique,8,303317.324144,listen_unique.sql,911198,optimize_listen_notify_v4
4,3,0,1.642,4,0.035,4,4,0,1,listen_notify_unique,,113031.150453,listen_notify_unique.sql,339963,master
32,3,0,7.228,32,0.111,32,32,7,1,listen_unique,8,288351.767273,listen_unique.sql,865444,optimize_listen_notify_v4
1000,3,0,269.885,4,16.935,1000,4,7,1,listen_unlisten_unique,1,59049.268074,listen_unlisten_unique.sql,174814,optimize_listen_notify_v4
1000,3,0,245.596,16,1.779,1000,16,3,1,listen_common,16,561980.217,listen_common.sql,1629950,optimize_listen_notify_v4
16,3,0,3.952,16,0.055,16,16,9,1,listen_unique,1,291627.841526,listen_unique.sql,876633,optimize_listen_notify_v4
1,3,0,1.079,1,0.03,1,1,9,1,listen_unlisten_common,16,33672.706008,listen_unlisten_common.sql,101228,optimize_listen_notify_v4
4,3,0,1.822,4,0.043,4,4,5,1,listen_notify_common,16,93784.125949,listen_notify_common.sql,282461,optimize_listen_notify_v4
1000,3,0,264.299,4,9579.823,1000,4,8,1,listen_notify_common,8,104.386063,listen_notify_common.sql,1813,optimize_listen_notify_v4
2,3,0,1.121,2,0.023,2,2,9,1,listen_unlisten_unique,16,85597.251735,listen_unlisten_unique.sql,257365,optimize_listen_notify_v4
1000,3,0,866.261,1,3.292,1000,1,8,1,listen_common,,303758.128275,listen_common.sql,665990,master
32,3,0,7.651,32,0.113,32,32,8,1,listen_unique,16,283103.347938,listen_unique.sql,851313,optimize_listen_notify_v4
2,3,0,1.123,2,0.022,2,2,9,1,listen_notify_common,1,91198.497705,listen_notify_common.sql,274586,optimize_listen_notify_v4
1,3,0,1.193,1,0.019,1,1,6,1,listen_unlisten_common,8,51790.814709,listen_unlisten_common.sql,155831,optimize_listen_notify_v4
1000,3,0,242.451,16,20.099,1000,16,8,1,listen_unlisten_common,,49753.793686,listen_unlisten_common.sql,148136,master
4,3,0,1.636,4,0.033,4,4,5,1,listen_unlisten_unique,1,119991.756388,listen_unlisten_unique.sql,360982,optimize_listen_notify_v4
1,3,0,0.972,1,0.016,1,1,9,1,listen_notify_unique,1,62357.112212,listen_notify_unique.sql,187491,optimize_listen_notify_v4
1000,3,0,264.042,4,9137.499,1000,4,7,1,listen_notify_common,16,109.439137,listen_notify_common.sql,1896,optimize_listen_notify_v4
2,3,0,1.221,2,0.023,2,2,6,1,listen_unlisten_unique,8,86815.195978,listen_unlisten_unique.sql,260967,optimize_listen_notify_v4
1000,3,0,232.009,32,1.942,1000,32,5,1,listen_common,,514879.333374,listen_common.sql,1571179,master
1000,3,0,904.577,1,7894.198,1000,1,0,1,listen_notify_common,16,126.675318,listen_notify_common.sql,1821,optimize_listen_notify_v4
1000,3,0,468.307,2,6396.666,1000,2,0,1,listen_notify_common,1,156.331429,listen_notify_common.sql,2407,optimize_listen_notify_v4
8,3,0,2.477,8,0.087,8,8,6,1,listen_notify_unique,16,92036.573292,listen_notify_unique.sql,276563,optimize_listen_notify_v4
8,3,0,2.715,8,0.058,8,8,6,1,listen_unlisten_common,1,137777.275555,listen_unlisten_common.sql,413331,optimize_listen_notify_v4
1000,3,0,261.48,4,16.887,1000,4,8,1,listen_unlisten_unique,,59217.04348,listen_unlisten_unique.sql,175091,master
1000,3,0,222.689,8,2.053,1000,8,2,1,listen_unique,8,487100.141154,listen_unique.sql,1430372,optimize_listen_notify_v4
1000,3,0,464.612,2,14.242,1000,2,0,1,listen_unlisten_unique,16,70212.502501,listen_unlisten_unique.sql,193358,optimize_listen_notify_v4
8,3,0,2.561,8,0.086,8,8,9,1,listen_notify_unique,8,93505.521019,listen_notify_unique.sql,281210,optimize_listen_notify_v4
1000,3,0,847.925,1,7.518,1000,1,0,1,listen_unlisten_unique,1,133010.946525,listen_unlisten_unique.sql,304953,optimize_listen_notify_v4
8,3,0,2.553,8,0.086,8,8,2,1,listen_notify_unique,16,93424.652162,listen_notify_unique.sql,281096,optimize_listen_notify_v4
1000,3,0,244.318,8,2.11,1000,8,9,1,listen_unique,16,473843.293542,listen_unique.sql,1372190,optimize_listen_notify_v4
1000,3,0,462.815,2,8711.453,1000,2,4,1,listen_notify_common,1,114.791414,listen_notify_common.sql,1870,optimize_listen_notify_v4
1000,3,0,866.999,1,9331.961,1000,1,4,1,listen_notify_common,16,107.158615,listen_notify_common.sql,1865,optimize_listen_notify_v4
1000,3,0,878.217,1,7.4,1000,1,4,1,listen_unlisten_unique,1,135142.465496,listen_unlisten_unique.sql,304443,optimize_listen_notify_v4
1000,3,0,464.85,2,14.604,1000,2,4,1,listen_unlisten_unique,16,68475.907594,listen_unlisten_unique.sql,188442,optimize_listen_notify_v4
1000,3,0,243.311,8,1.948,1000,8,6,1,listen_unique,8,513472.870077,listen_unique.sql,1471985,optimize_listen_notify_v4
8,3,0,2.161,8,0.056,8,8,2,1,listen_unlisten_common,1,143554.501739,listen_unlisten_common.sql,431677,optimize_listen_notify_v4
4,3,0,1.656,4,0.043,4,4,1,1,listen_notify_common,16,93073.468142,listen_notify_common.sql,280583,optimize_listen_notify_v4
1000,3,0,243.971,16,1.814,1000,16,7,1,listen_common,16,551140.226363,listen_common.sql,1788385,optimize_listen_notify_v4
1000,3,0,257.981,4,16.759,1000,4,3,1,listen_unlisten_unique,1,59670.760373,listen_unlisten_unique.sql,176863,optimize_listen_notify_v4
32,3,0,7.472,32,0.11,32,32,3,1,listen_unique,8,289769.767424,listen_unique.sql,870533,optimize_listen_notify_v4
4,3,0,1.962,4,0.035,4,4,4,1,listen_notify_unique,,113360.789477,listen_notify_unique.sql,341066,master
1000,3,0,217.367,32,1.916,1000,32,1,1,listen_common,,521906.920228,listen_common.sql,1527787,master
2,3,0,1.46,2,0.023,2,2,2,1,listen_unlisten_unique,8,86554.221067,listen_unlisten_unique.sql,260245,optimize_listen_notify_v4
1000,3,0,261.466,4,8831.902,1000,4,3,1,listen_notify_common,16,113.225899,listen_notify_common.sql,1942,optimize_listen_notify_v4
1000,3,0,229.95,16,2.222,1000,16,8,1,listen_common,8,450073.111059,listen_common.sql,1322313,optimize_listen_notify_v4
4,3,0,1.642,4,0.033,4,4,1,1,listen_unlisten_unique,1,120155.389194,listen_unlisten_unique.sql,361481,optimize_listen_notify_v4
1,3,0,1.045,1,0.019,1,1,2,1,listen_unlisten_common,8,51613.97353,listen_unlisten_common.sql,155249,optimize_listen_notify_v4
1000,3,0,223.243,8,335.682,1000,8,1,1,listen_notify_unique,16,2979.007813,listen_notify_unique.sql,9057,optimize_listen_notify_v4
8,3,0,2.471,8,0.026,8,8,5,1,listen_unique,8,303478.161357,listen_unique.sql,912242,optimize_listen_notify_v4
1000,3,0,465.971,2,2.563,1000,2,4,1,listen_common,,390242.967272,listen_common.sql,1007621,master
1000,3,0,894.19,1,7.217,1000,1,2,1,listen_unlisten_common,,138552.422717,listen_unlisten_common.sql,301920,master
1000,3,0,233.573,16,1.904,1000,16,2,1,listen_common,,525156.615537,listen_common.sql,1541279,master
1000,3,0,244.988,8,18.573,1000,8,1,1,listen_unlisten_common,1,53840.668726,listen_unlisten_common.sql,159846,optimize_listen_notify_v4
8,3,0,2.592,8,0.131,8,8,3,1,listen_notify_common,,60947.728571,listen_notify_common.sql,183729,master
1000,3,0,879.021,1,3.252,1000,1,3,1,listen_common,8,307530.53805,listen_common.sql,660392,optimize_listen_notify_v4
32,3,0,7.373,32,0.223,32,32,4,1,listen_unlisten_common,1,143770.064025,listen_unlisten_common.sql,430740,optimize_listen_notify_v4
1000,3,0,241.345,32,18.453,1000,32,2,1,listen_unlisten_unique,16,54192.273313,listen_unlisten_unique.sql,161450,optimize_listen_notify_v4
4,3,0,1.595,4,0.017,4,4,9,1,listen_common,16,240775.629567,listen_common.sql,724373,optimize_listen_notify_v4
2,3,0,1.153,2,0.022,2,2,7,1,listen_notify_unique,,89737.177549,listen_notify_unique.sql,269489,master
